ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Winning Team,Losing Team,Win Conditions,Home Stadium
334,Copa America,1916/7/8,Brazil,1,1,Chile,,,,FALSE
335,Copa America,1916/7/10,Argentina,1,1,Brazil,,,,TRUE
336,Friendly,1916/7/12,Argentina,1,0,Chile,Argentina,Chile,,TRUE
337,Copa America,1916/7/12,Brazil,1,2,Uruguay,Uruguay,Brazil,,FALSE
338,Friendly,1916/7/14,Uruguay,4,1,Chile,Uruguay,Chile,,TRUE
339,Copa America,1916/7/17,Argentina,0,0,Uruguay,,,,TRUE
340,Friendly,1916/7/18,Uruguay,0,1,Brazil,Brazil,Uruguay,,TRUE
341,Copa Newton,1916/8/15,Argentina,3,1,Uruguay,Argentina,Uruguay,,TRUE
342,Copa Lipton,1916/8/15,Uruguay,1,2,Argentina,Argentina,Uruguay,,TRUE
343,Friendly,1916/8/20,Sweden,2,3,United States,United States,Sweden,,TRUE
344,Friendly,1916/9/3,Norway,1,1,United States,,,,TRUE
345,Friendly,1916/10/1,Argentina,7,2,Uruguay,Argentina,Uruguay,,TRUE
346,Copa Premio Honor Uruguayo,1916/10/1,Uruguay,0,1,Argentina,Argentina,Uruguay,,TRUE
347,Friendly,1916/10/8,Sweden,4,0,Denmark,Sweden,Denmark,,TRUE
348,Friendly,1916/10/15,Denmark,8,0,Norway,Denmark,Norway,,TRUE
349,Friendly,1916/10/29,Uruguay,3,1,Argentina,Uruguay,Argentina,,TRUE
350,Friendly,1917/5/7,Japan,2,15,Philippines,Philippines,Japan,,TRUE
351,Friendly,1917/6/3,Denmark,1,1,Sweden,,,,TRUE
352,Friendly,1917/6/17,Norway,1,2,Denmark,Denmark,Norway,,TRUE
353,Copa Premio Honor Uruguayo,1917/7/18,Uruguay,0,2,Argentina,Argentina,Uruguay,,TRUE
354,Copa Lipton,1917/8/15,Argentina,1,0,Uruguay,Argentina,Uruguay,,TRUE
355,Copa Newton,1917/9/2,Uruguay,1,0,Argentina,Uruguay,Argentina,,TRUE
356,Copa America,1917/9/30,Uruguay,4,0,Chile,Uruguay,Chile,,TRUE
357,Copa America,1917/10/3,Argentina,4,2,Brazil,Argentina,Brazil,,FALSE
358,Copa America,1917/10/6,Argentina,1,0,Chile,Argentina,Chile,,FALSE
359,Friendly,1917/10/7,Denmark,12,0,Norway,Denmark,Norway,,TRUE
360,Copa America,1917/10/7,Uruguay,4,0,Brazil,Uruguay,Brazil,,TRUE
361,Copa America,1917/10/12,Brazil,5,0,Chile,Brazil,Chile,,FALSE
362,Friendly,1917/10/14,Sweden,1,2,Denmark,Denmark,Sweden,,TRUE
363,Copa America,1917/10/14,Uruguay,1,0,Argentina,Uruguay,Argentina,,TRUE
364,Friendly,1917/10/16,Uruguay,3,1,Brazil,Uruguay,Brazil,,TRUE
365,Friendly,1917/12/23,Switzerland,0,1,Austria,Austria,Switzerland,,TRUE
366,Friendly,1917/12/26,Switzerland,3,2,Austria,Switzerland,Austria,,TRUE
367,Friendly,1918/5/9,Austria,5,1,Switzerland,Austria,Switzerland,,TRUE
368,Friendly,1918/5/12,Hungary,2,1,Switzerland,Hungary,Switzerland,,TRUE
369,Friendly,1918/6/2,Denmark,3,0,Sweden,Denmark,Sweden,,TRUE
370,Friendly,1918/6/16,Norway,3,1,Denmark,Norway,Denmark,,TRUE
371,Copa Premio Honor Uruguayo,1918/7/18,Uruguay,1,1,Argentina,,,,TRUE
372,Copa Premio Honor Uruguayo,1918/7/28,Uruguay,3,1,Argentina,Uruguay,Argentina,,TRUE
373,Copa Premio Honor Argentino,1918/8/15,Argentina,0,0,Uruguay,,,,TRUE
374,Copa Premio Honor Argentino,1918/8/25,Argentina,2,1,Uruguay,Argentina,Uruguay,,TRUE
375,Copa Lipton,1918/9/20,Uruguay,1,1,Argentina,,,,TRUE
376,Copa Newton,1918/9/29,Argentina,2,0,Uruguay,Argentina,Uruguay,,TRUE
377,Friendly,1918/10/6,Denmark,4,0,Norway,Denmark,Norway,,TRUE
378,Friendly,1918/10/20,Sweden,1,2,Denmark,Denmark,Sweden,,TRUE
379,Friendly,1919/3/9,Belgium,2,2,France,,,,TRUE
380,Copa America,1919/5/11,Brazil,6,0,Chile,Brazil,Chile,,TRUE
381,Friendly,1919/5/11,Paraguay,1,5,Argentina,Argentina,Paraguay,,TRUE
382,Copa America,1919/5/13,Argentina,2,3,Uruguay,Uruguay,Argentina,,FALSE
383,Friendly,1919/5/15,Paraguay,0,3,Argentina,Argentina,Paraguay,,TRUE
384,Copa America,1919/5/17,Chile,0,2,Uruguay,Uruguay,Chile,,FALSE
385,Copa America,1919/5/18,Brazil,3,1,Argentina,Brazil,Argentina,,TRUE
386,Friendly,1919/5/21,Paraguay,1,2,Argentina,Argentina,Paraguay,,TRUE
387,Copa America,1919/5/22,Argentina,4,1,Chile,Argentina,Chile,,FALSE
388,Friendly,1919/5/24,Paraguay,1,2,Argentina,Argentina,Paraguay,,TRUE
389,Copa America,1919/5/26,Brazil,2,2,Uruguay,,,,TRUE
390,Copa America,1919/5/29,Brazil,1,0,Uruguay,Brazil,Uruguay,,TRUE
391,Friendly,1919/6/1,Brazil,3,3,Argentina,,,,TRUE
392,Friendly,1919/6/5,Denmark,3,0,Sweden,Denmark,Sweden,,TRUE
393,Friendly,1919/6/9,Netherlands,3,1,Sweden,Netherlands,Sweden,,TRUE
394,Friendly,1919/6/12,Denmark,5,1,Norway,Denmark,Norway,,TRUE
395,Copa Premio Honor Uruguayo,1919/7/18,Uruguay,4,1,Argentina,Uruguay,Argentina,,TRUE
396,Friendly,1919/8/24,Sweden,4,1,Netherlands,Sweden,Netherlands,,TRUE
397,Copa Newton,1919/8/24,Uruguay,2,1,Argentina,Uruguay,Argentina,,TRUE
398,Friendly,1919/8/31,Norway,1,1,Netherlands,,,,TRUE
399,Copa Lipton,1919/9/7,Argentina,1,2,Uruguay,Uruguay,Argentina,,TRUE
400,Friendly,1919/9/21,Norway,3,2,Denmark,Norway,Denmark,,TRUE
401,Friendly,1919/10/12,Sweden,3,0,Denmark,Sweden,Denmark,,TRUE
402,Copa Premio Honor Argentino,1919/10/19,Argentina,6,1,Uruguay,Argentina,Uruguay,,TRUE
403,British Championship,1919/10/25,Northern Ireland,1,1,England,,,,TRUE
404,Friendly,1919/12/7,Uruguay,4,2,Argentina,Uruguay,Argentina,,TRUE
405,Friendly,1920/1/18,Italy,9,4,France,Italy,France,,TRUE
406,British Championship,1920/2/14,Northern Ireland,2,2,Wales,,,,TRUE
407,British Championship,1920/2/26,Wales,1,1,Scotland,,,,TRUE
408,Friendly,1920/2/29,Switzerland,0,2,France,France,Switzerland,,TRUE
409,British Championship,1920/3/15,England,1,2,Wales,Wales,England,,TRUE
410,Friendly,1920/3/28,France,2,1,Belgium,France,Belgium,,TRUE
411,Friendly,1920/3/28,Switzerland,3,0,Italy,Switzerland,Italy,,TRUE
412,Friendly,1920/4/5,Netherlands,2,0,Denmark,Netherlands,Denmark,,TRUE
413,British Championship,1920/4/10,England,5,4,Scotland,England,Scotland,,TRUE
414,Friendly,1920/5/13,Italy,1,1,Netherlands,,,,TRUE
415,Friendly,1920/5/16,Switzerland,2,1,Netherlands,Switzerland,Netherlands,,TRUE
416,Friendly,1920/6/6,Sweden,0,1,Switzerland,Switzerland,Sweden,,TRUE
417,Friendly,1920/6/13,Norway,1,1,Denmark,,,,TRUE
418,Friendly,1920/6/27,Switzerland,4,1,Germany,Switzerland,Germany,,TRUE
419,Copa Premio Honor Uruguayo,1920/7/18,Uruguay,2,0,Argentina,Uruguay,Argentina,,TRUE
420,Copa Newton,1920/7/25,Argentina,1,3,Uruguay,Uruguay,Argentina,,TRUE
421,Copa Premio Honor Argentino,1920/8/8,Argentina,1,0,Uruguay,Argentina,Uruguay,,TRUE
422,Copa America,1920/9/11,Chile,0,1,Brazil,Brazil,Chile,,TRUE
423,Copa America,1920/9/12,Uruguay,1,1,Argentina,,,,FALSE
424,Copa America,1920/9/18,Brazil,0,6,Uruguay,Uruguay,Brazil,,FALSE
425,Copa America,1920/9/20,Chile,1,1,Argentina,,,,TRUE
426,Copa America,1920/9/25,Argentina,2,0,Brazil,Argentina,Brazil,,FALSE
427,Friendly,1920/9/26,Austria,3,2,Germany,Austria,Germany,,TRUE
428,Copa America,1920/10/3,Chile,1,2,Uruguay,Uruguay,Chile,,TRUE
429,Friendly,1920/10/10,Sweden,0,2,Denmark,Denmark,Sweden,,TRUE
430,British Championship,1920/10/23,England,2,0,Northern Ireland,England,Northern Ireland,,TRUE
431,Friendly,1920/10/24,Germany,1,0,Hungary,Germany,Hungary,,TRUE
432,British Championship,1921/2/12,Scotland,2,1,Wales,Scotland,Wales,,TRUE
433,Friendly,1921/2/20,France,1,2,Italy,Italy,France,,TRUE
434,Friendly,1921/3/6,Belgium,3,1,France,Belgium,France,,TRUE
435,Friendly,1921/3/6,Italy,2,1,Switzerland,Italy,Switzerland,,TRUE
436,British Championship,1921/3/14,Wales,0,0,England,,,,TRUE
437,Friendly,1921/4/7,Paraguay,3,1,Argentina,Paraguay,Argentina,,TRUE
438,British Championship,1921/4/9,Scotland,3,0,England,Scotland,England,,TRUE
439,British Championship,1921/4/9,Wales,2,1,Northern Ireland,Wales,Northern Ireland,,TRUE
440,Friendly,1921/4/14,Paraguay,2,2,Argentina,,,,TRUE
441,Friendly,1921/5/1,Switzerland,2,2,Austria,,,,TRUE
442,Friendly,1921/5/5,Belgium,2,3,Italy,Italy,Belgium,,TRUE
443,Friendly,1921/5/5,Germany,3,3,Austria,,,,TRUE
444,Friendly,1921/5/8,Netherlands,2,2,Italy,,,,TRUE
445,Friendly,1921/5/15,Belgium,1,1,Netherlands,,,,TRUE
446,Friendly,1921/5/21,Belgium,0,2,England,England,Belgium,,TRUE
447,Friendly,1921/5/30,Japan,0,3,Philippines,Philippines,Japan,,FALSE
448,Friendly,1921/6/5,Hungary,3,0,Germany,Hungary,Germany,,TRUE
449,Friendly,1921/6/12,Denmark,1,1,Netherlands,,,,TRUE
450,Friendly,1921/7/9,Canada,0,1,Scotland,Scotland,Canada,,TRUE
451,Friendly,1921/9/14,Costa Rica,7,0,El Salvador,Costa Rica,El Salvador,,FALSE
452,Friendly,1921/9/18,Finland,3,3,Germany,,,,TRUE
453,Friendly,1921/9/18,Guatemala,0,6,Costa Rica,Costa Rica,Guatemala,,TRUE
454,Copa America,1921/10/2,Argentina,1,0,Brazil,Argentina,Brazil,,TRUE
455,Friendly,1921/10/2,Denmark,3,1,Norway,Denmark,Norway,,TRUE
456,Copa America,1921/10/9,Paraguay,2,1,Uruguay,Paraguay,Uruguay,,FALSE
457,Friendly,1921/10/9,Sweden,0,0,Denmark,,,,TRUE
458,Copa America,1921/10/12,Brazil,3,0,Paraguay,Brazil,Paraguay,,FALSE
459,Copa America,1921/10/16,Argentina,3,0,Paraguay,Argentina,Paraguay,,TRUE
460,British Championship,1921/10/22,Northern Ireland,1,1,England,,,,TRUE
461,Copa America,1921/10/23,Brazil,1,2,Uruguay,Uruguay,Brazil,,FALSE
462,Copa America,1921/10/30,Argentina,1,0,Uruguay,Argentina,Uruguay,,TRUE
463,Friendly,1921/11/2,Uruguay,4,2,Paraguay,Uruguay,Paraguay,,TRUE
464,Friendly,1921/11/6,Switzerland,1,1,Italy,,,,TRUE
465,Friendly,1921/11/13,France,0,5,Netherlands,Netherlands,France,,TRUE
466,Friendly,1921/12/18,Hungary,1,0,Poland,Hungary,Poland,,TRUE
467,Friendly,1921/12/18,Spain,3,1,Portugal,Spain,Portugal,,TRUE
468,Friendly,1922/1/15,France,2,1,Belgium,France,Belgium,,TRUE
469,British Championship,1922/2/4,Wales,2,1,Scotland,Wales,Scotland,,TRUE
470,British Championship,1922/3/13,England,1,0,Wales,England,Wales,,TRUE
471,Friendly,1922/3/26,Belgium,4,0,Netherlands,Belgium,Netherlands,,TRUE
472,Friendly,1922/3/26,Germany,2,2,Switzerland,,,,TRUE
473,British Championship,1922/4/8,England,0,1,Scotland,Scotland,England,,TRUE
474,Friendly,1922/4/15,Belgium,0,0,Denmark,,,,TRUE
475,Friendly,1922/4/17,Netherlands,2,0,Denmark,Netherlands,Denmark,,TRUE
476,Friendly,1922/4/23,Austria,0,2,Germany,Germany,Austria,,TRUE
477,Friendly,1922/4/30,France,0,4,Spain,Spain,France,,TRUE
478,Friendly,1922/5/7,Netherlands,1,2,Belgium,Belgium,Netherlands,,TRUE
479,Friendly,1922/5/14,Poland,0,3,Hungary,Hungary,Poland,,TRUE
480,Friendly,1922/5/21,Italy,4,2,Belgium,Italy,Belgium,,TRUE
481,Friendly,1922/5/28,Sweden,1,2,Poland,Poland,Sweden,,TRUE
482,Friendly,1922/6/11,Austria,7,1,Switzerland,Austria,Switzerland,,TRUE
483,Friendly,1922/6/11,Denmark,0,3,Czechoslovakia,Czechoslovakia,Denmark,,TRUE
484,Friendly,1922/6/11,Norway,7,0,France,Norway,France,,TRUE
485,Friendly,1922/6/15,Hungary,1,1,Switzerland,,,,TRUE
486,Friendly,1922/6/17,New Zealand,3,1,Australia,New Zealand,Australia,,TRUE
487,Friendly,1922/6/24,New Zealand,1,1,Australia,,,,TRUE
488,Friendly,1922/7/2,Germany,0,0,Hungary,,,,TRUE
489,Friendly,1922/7/8,New Zealand,3,1,Australia,New Zealand,Australia,,TRUE
490,Friendly,1922/9/3,Romania,1,1,Poland,,,,TRUE
491,Friendly,1922/9/10,Norway,3,3,Denmark,,,,TRUE
492,Copa America,1922/9/17,Brazil,1,1,Chile,,,,TRUE
493,Copa America,1922/9/23,Chile,0,2,Uruguay,Uruguay,Chile,,FALSE
494,Copa America,1922/9/24,Brazil,1,1,Paraguay,,,,TRUE
495,Copa America,1922/9/28,Argentina,4,0,Chile,Argentina,Chile,,FALSE
496,Copa America,1922/10/1,Brazil,0,0,Uruguay,,,,TRUE
497,Friendly,1922/10/1,Denmark,1,2,Sweden,Sweden,Denmark,,TRUE
498,Friendly,1922/10/1,Yugoslavia,1,3,Poland,Poland,Yugoslavia,,TRUE
499,Copa America,1922/10/8,Argentina,0,1,Uruguay,Uruguay,Argentina,,FALSE
500,Copa America,1922/10/12,Paraguay,1,0,Uruguay,Paraguay,Uruguay,,FALSE
501,Copa America,1922/10/15,Brazil,2,0,Argentina,Brazil,Argentina,,TRUE
502,Copa America,1922/10/18,Argentina,2,0,Paraguay,Argentina,Paraguay,,FALSE
503,British Championship,1922/10/21,England,2,0,Northern Ireland,England,Northern Ireland,,TRUE
504,Friendly,1922/10/22,Argentina,1,0,Chile,Argentina,Chile,,TRUE
505,Copa America,1922/10/22,Brazil,3,0,Paraguay,Brazil,Paraguay,,TRUE
506,Copa Roca,1922/10/22,Brazil,2,1,Argentina,Brazil,Argentina,,TRUE
507,Friendly,1922/10/29,Brazil,3,1,Paraguay,Brazil,Paraguay,,TRUE
508,Copa Lipton,1922/11/12,Uruguay,1,0,Argentina,Uruguay,Argentina,,TRUE
509,Friendly,1922/11/19,Switzerland,5,0,Netherlands,Switzerland,Netherlands,,TRUE
510,Friendly,1922/12/3,Italy,2,2,Switzerland,,,,TRUE
511,Copa Premio Honor Uruguayo,1922/12/10,Uruguay,1,0,Argentina,Uruguay,Argentina,,TRUE
512,Copa Newton,1922/12/17,Argentina,2,2,Uruguay,,,,TRUE
513,Friendly,1922/12/17,Portugal,1,2,Spain,Spain,Portugal,,TRUE
514,Friendly,1923/1/1,Guatemala,2,3,Mexico,Mexico,Guatemala,,TRUE
515,Friendly,1923/1/1,Italy,3,1,Germany,Italy,Germany,,TRUE
516,Friendly,1923/1/4,Guatemala,3,1,Mexico,Guatemala,Mexico,,TRUE
517,Friendly,1923/1/7,Guatemala,1,4,Mexico,Mexico,Guatemala,,TRUE
518,Friendly,1923/1/21,Switzerland,2,0,Austria,Switzerland,Austria,,TRUE
519,Friendly,1923/1/28,Spain,3,0,France,Spain,France,,TRUE
520,Friendly,1923/2/4,Belgium,1,0,Spain,Belgium,Spain,,TRUE
521,Friendly,1923/2/25,Belgium,4,1,France,Belgium,France,,TRUE
522,British Championship,1923/3/5,Wales,2,2,England,,,,TRUE
523,Friendly,1923/3/11,Switzerland,1,6,Hungary,Hungary,Switzerland,,TRUE
524,British Championship,1923/3/17,Scotland,2,0,Wales,Scotland,Wales,,TRUE
525,Friendly,1923/3/19,England,6,1,Belgium,England,Belgium,,TRUE
526,Friendly,1923/4/2,Netherlands,8,1,France,Netherlands,France,,TRUE
527,British Championship,1923/4/14,Scotland,2,2,England,,,,TRUE
528,British Championship,1923/4/14,Wales,0,3,Northern Ireland,Northern Ireland,Wales,,TRUE
529,Friendly,1923/4/22,France,2,2,Switzerland,,,,TRUE
530,Friendly,1923/4/29,Netherlands,1,1,Belgium,,,,TRUE
531,Friendly,1923/5/6,Czechoslovakia,2,0,Denmark,Czechoslovakia,Denmark,,TRUE
532,Friendly,1923/5/10,France,1,4,England,England,France,,TRUE
533,Friendly,1923/5/10,Germany,0,0,Netherlands,,,,TRUE
534,Copa Chevallier Boutell,1923/5/20,Argentina,0,2,Paraguay,Paraguay,Argentina,,TRUE
535,Friendly,1923/5/21,Sweden,2,4,England,England,Sweden,,TRUE
536,Friendly,1923/5/24,Japan,1,5,China PR,China PR,Japan,,TRUE
537,Friendly,1923/5/24,Sweden,1,3,England,England,Sweden,,TRUE
538,Copa Chevallier Boutell,1923/5/25,Argentina,1,0,Paraguay,Argentina,Paraguay,,TRUE
539,Friendly,1923/6/3,Poland,1,2,Yugoslavia,Yugoslavia,Poland,,TRUE
540,Friendly,1923/6/3,Switzerland,1,2,Germany,Germany,Switzerland,,TRUE
541,Friendly,1923/6/9,Australia,2,1,New Zealand,Australia,New Zealand,,TRUE
542,Friendly,1923/6/16,Australia,2,3,New Zealand,New Zealand,Australia,,TRUE
543,Friendly,1923/6/17,Denmark,3,2,Switzerland,Denmark,Switzerland,,TRUE
544,Friendly,1923/6/21,Norway,2,2,Switzerland,,,,TRUE
545,Copa Lipton,1923/6/24,Argentina,0,0,Uruguay,,,,TRUE
546,Friendly,1923/6/29,Sweden,2,1,Germany,Sweden,Germany,,TRUE
547,Friendly,1923/6/30,Australia,1,4,New Zealand,New Zealand,Australia,,TRUE
548,Friendly,1923/7/15,Argentina,2,2,Uruguay,,,,TRUE
549,Copa Premio Honor Uruguayo,1923/7/22,Uruguay,2,2,Argentina,,,,TRUE
550,Friendly,1923/8/12,Germany,1,2,Finland,Finland,Germany,,TRUE
551,Friendly,1923/9/2,Poland,1,1,Romania,,,,TRUE
552,Friendly,1923/9/23,Finland,5,3,Poland,Finland,Poland,,TRUE
553,Friendly,1923/9/25,Estonia,1,4,Poland,Poland,Estonia,,TRUE
554,Friendly,1923/9/30,Denmark,2,1,Norway,Denmark,Norway,,TRUE
555,Copa Premio Honor Uruguayo,1923/9/30,Uruguay,0,2,Argentina,Argentina,Uruguay,,TRUE
556,Friendly,1923/10/14,Sweden,1,3,Denmark,Denmark,Sweden,,TRUE
557,British Championship,1923/10/20,Northern Ireland,2,1,England,Northern Ireland,England,,TRUE
558,Friendly,1923/10/28,France,0,2,Norway,Norway,France,,TRUE
559,Copa America,1923/10/29,Argentina,4,3,Paraguay,Argentina,Paraguay,,FALSE
560,Friendly,1923/11/1,Belgium,2,2,England,,,,TRUE
561,Friendly,1923/11/1,Poland,2,2,Sweden,,,,TRUE
562,Friendly,1923/11/4,Germany,1,0,Norway,Germany,Norway,,TRUE
563,Copa America,1923/11/4,Uruguay,2,0,Paraguay,Uruguay,Paraguay,,TRUE
564,Copa America,1923/11/11,Brazil,0,1,Paraguay,Paraguay,Brazil,,FALSE
565,Copa America,1923/11/18,Argentina,2,1,Brazil,Argentina,Brazil,,FALSE
566,Friendly,1923/11/22,Brazil,2,0,Paraguay,Brazil,Paraguay,,FALSE
567,Friendly,1923/11/25,Netherlands,4,1,Switzerland,Netherlands,Switzerland,,TRUE
568,Copa America,1923/11/25,Uruguay,2,1,Brazil,Uruguay,Brazil,,TRUE
569,Friendly,1923/12/2,Argentina,0,2,Brazil,Brazil,Argentina,,TRUE
570,Copa America,1923/12/2,Uruguay,2,0,Argentina,Uruguay,Argentina,,TRUE
571,Copa Roca,1923/12/9,Argentina,2,0,Brazil,Argentina,Brazil,,TRUE
572,Friendly,1923/12/9,Mexico,2,1,Guatemala,Mexico,Guatemala,,TRUE
573,Friendly,1923/12/12,Mexico,2,0,Guatemala,Mexico,Guatemala,,TRUE
574,Friendly,1923/12/16,Mexico,3,3,Guatemala,,,,TRUE
575,Friendly,1923/12/16,Spain,3,0,Portugal,Spain,Portugal,,TRUE
576,Friendly,1924/1/13,France,2,0,Belgium,France,Belgium,,TRUE
577,Friendly,1924/1/13,Germany,4,3,Austria,Germany,Austria,,TRUE
578,British Championship,1924/2/16,Wales,2,0,Scotland,Wales,Scotland,,TRUE
579,British Championship,1924/3/3,England,1,2,Wales,Wales,England,,TRUE
580,Friendly,1924/3/9,Italy,0,0,Spain,,,,TRUE
581,Friendly,1924/3/13,Catalonia,0,7,Spain,Spain,Catalonia,,TRUE
582,British Championship,1924/3/15,Northern Ireland,0,1,Wales,Wales,Northern Ireland,,TRUE
583,Friendly,1924/3/23,Netherlands,1,1,Belgium,,,,TRUE
584,Friendly,1924/3/23,Switzerland,3,0,France,Switzerland,France,,TRUE
585,British Championship,1924/4/12,England,1,1,Scotland,,,,TRUE
586,Friendly,1924/4/21,Netherlands,0,1,Germany,Germany,Netherlands,,TRUE
587,Friendly,1924/4/21,Switzerland,2,0,Denmark,Switzerland,Denmark,,TRUE
588,Friendly,1924/4/27,Belgium,1,1,Netherlands,,,,TRUE
589,Copa Chevallier Boutell,1924/5/15,Paraguay,1,3,Argentina,Argentina,Paraguay,,TRUE
590,Friendly,1924/5/17,France,1,3,England,England,France,,TRUE
591,Copa Chevallier Boutell,1924/5/18,Paraguay,2,1,Argentina,Paraguay,Argentina,,TRUE
592,Friendly,1924/5/18,Sweden,5,1,Poland,Sweden,Poland,,TRUE
593,Friendly,1924/5/18,Switzerland,4,2,Hungary,Switzerland,Hungary,,TRUE
594,Copa Newton,1924/5/25,Argentina,4,0,Uruguay,Argentina,Uruguay,,TRUE
595,Copa Lipton,1924/5/25,Uruguay,2,0,Argentina,Uruguay,Argentina,,TRUE
596,Friendly,1924/6/4,France,0,1,Hungary,Hungary,France,,TRUE
597,Friendly,1924/6/7,Australia,3,2,Canada,Australia,Canada,,TRUE
598,Friendly,1924/6/10,Poland,2,3,United States,United States,Poland,,TRUE
599,Friendly,1924/6/14,Australia,0,1,Canada,Canada,Australia,,TRUE
600,Nordic Championship,1924/6/15,Denmark,2,3,Sweden,Sweden,Denmark,,TRUE
601,Friendly,1924/6/15,Norway,0,2,Germany,Germany,Norway,,TRUE
602,Friendly,1924/6/23,Australia,4,1,Canada,Australia,Canada,,TRUE
603,Friendly,1924/6/28,Australia,0,0,Canada,,,,TRUE
604,Friendly,1924/6/29,Poland,2,0,Turkey,Poland,Turkey,,TRUE
605,Friendly,1924/7/12,Australia,1,4,Canada,Canada,Australia,,TRUE
606,Friendly,1924/7/26,Australia,1,0,Canada,Australia,Canada,,TRUE
607,Friendly,1924/8/10,Poland,1,0,Finland,Poland,Finland,,TRUE
608,Friendly,1924/8/31,Germany,1,4,Sweden,Sweden,Germany,,TRUE
609,Friendly,1924/8/31,Hungary,4,0,Poland,Hungary,Poland,,TRUE
610,Nordic Championship,1924/9/14,Norway,1,3,Denmark,Denmark,Norway,,TRUE
611,Friendly,1924/9/21,Hungary,4,1,Germany,Hungary,Germany,,TRUE
612,Friendly,1924/9/21,Uruguay,1,1,Argentina,,,,TRUE
613,Friendly,1924/10/2,Argentina,2,1,Uruguay,Argentina,Uruguay,,TRUE
614,Friendly,1924/10/5,Denmark,2,1,Belgium,Denmark,Belgium,,TRUE
615,Copa America,1924/10/12,Argentina,0,0,Paraguay,,,,FALSE
616,Copa America,1924/10/19,Uruguay,5,0,Chile,Uruguay,Chile,,TRUE
617,British Championship,1924/10/22,England,3,1,Northern Ireland,England,Northern Ireland,,TRUE
618,Copa America,1924/10/25,Argentina,2,0,Chile,Argentina,Chile,,FALSE
619,Copa America,1924/10/26,Uruguay,3,1,Paraguay,Uruguay,Paraguay,,TRUE
620,Friendly,1924/11/2,Netherlands,2,1,South Africa,Netherlands,South Africa,,TRUE
621,Copa America,1924/11/2,Uruguay,0,0,Argentina,,,,TRUE
622,Friendly,1924/11/11,Belgium,3,0,France,Belgium,France,,TRUE
623,Friendly,1924/11/23,Germany,0,1,Italy,Italy,Germany,,TRUE
624,Friendly,1924/12/8,England,4,0,Belgium,England,Belgium,,TRUE
625,Friendly,1924/12/14,Germany,1,1,Switzerland,,,,TRUE
626,Friendly,1924/12/21,Spain,2,1,Austria,Spain,Austria,,TRUE
627,British Championship,1925/2/14,Scotland,3,1,Wales,Scotland,Wales,,TRUE
628,British Championship,1925/2/28,Wales,1,2,England,England,Wales,,TRUE
629,Friendly,1925/3/15,Belgium,0,1,Netherlands,Netherlands,Belgium,,TRUE
630,Friendly,1925/3/22,Austria,2,0,Switzerland,Austria,Switzerland,,TRUE
631,Friendly,1925/3/22,Italy,7,0,France,Italy,France,,TRUE
632,Friendly,1925/3/25,Hungary,5,0,Switzerland,Hungary,Switzerland,,TRUE
633,Friendly,1925/3/29,Netherlands,2,1,Germany,Netherlands,Germany,,TRUE
634,British Championship,1925/4/4,Scotland,2,0,England,Scotland,England,,TRUE
635,British Championship,1925/4/18,Wales,0,0,Northern Ireland,,,,TRUE
636,Friendly,1925/4/19,France,0,4,Austria,Austria,France,,TRUE
637,Friendly,1925/4/19,Switzerland,4,1,Netherlands,Switzerland,Netherlands,,TRUE
638,Friendly,1925/5/3,Netherlands,5,0,Belgium,Netherlands,Belgium,,TRUE
